A	a
TIJOLEIRA	tS i Z o l ej r a
TIJOLEIRO	tS i Z o l ej r u
TIJOLO	tS i Z o l u
TIL	tS i w
TILINTADA	tS i l i~ t a d a
TILINTANTE	tS i l i~ t a~ tS i
TILINTAR	tS i l i~ t a X
TIMBALE	tS i~ b a l i
TIMBRAR	tS i~ b r a X
TIMBRE	tS i~ b r i
TIMBROSO	tS i~ b r o z u
TIMIDAMENTE	tS i~ m i d a m e~ tS i
TIMIDEZ	tS i~ m i d e js
TIMO	tS i~ m u
TIMONAR	tS i~ m o n a X
TIMONEIRO	tS i~ m o n ej r u
TIMORENSE	tS i~ m o r e~ s i
TINA	tS i~ n a
TINGA	tS i~ g a
TINGIDURA	tS i~ Z i d u r a
TINGIR	tS i~ Z i X
TINHA	tS i~ J a
TINHOSO	tS i~ J o z u
TINIDO	tS i~ n i d u
TINIR	tS i~ n i X
TINO	tS i~ n u
TINTA	tS i~ t a
TINTEIRO	tS i~ t ej r u
TINTIM	tS i~ tS i~
TINTINANTE	tS i~ tS i~ n a~ tS i
TINTINAR	tS i~ tS i~ n a X
TINTO	tS i~ t u
TINTURA	tS i~ t u r a
TINTURARIA	tS i~ t u r a r i a
TINTUREIRA	tS i~ t u r ej r a
TINTUREIRO	tS i~ t u r ej r u
TIO	tS i u
TIPA	tS i p a
TIPICAMENTE	tS i p i k a m e~ tS i
TIPIFICAR	tS i p i f i k a X
TIPO	tS i p u
TIPOGRAFIA	tS i p o g r a f i a
TIPOGRÁFICO	tS i p o g r a f i k u
TIPOLOGIA	tS i p o l o Z i a
TIQUE	tS i k i
TIQUETAQUE	tS i k e t a k i
TIQUETAQUEAR	tS i k e t a k e a X
TIRA	tS i r a
TIRACOLO	tS i r a k O l u
TIRADA	tS i r a d a
TIRADOR	tS i r a d o X
TIRADURA	tS i r a d u r a
TIRAGEM	tS i r a Z e~j~
TIRANA	tS i r a~ n a
TIRANIA	tS i r a n i a
TIRANISMO	tS i r a n i z m u
TIRANIZAR	tS i r a n i z a X
TIRANO	tS i r a~ n u
TIRANTE	tS i r a~ tS i
TIRAR	tS i r a X
TIRCENCE	tS i X s e~ s i
TIRITANTE	tS i r i t a~ tS i
TIRITAR	tS i r i t a X
TIRO	tS i r u
TIROCÍNIO	tS i r o s i n i u
TIROIDE	tS i r o j dZ i
TIROLÊS	tS i r o l e js
TIROTEIO	tS i r o t ej u
TIRÂNICO	tS i r a~ n i k u
TIRÓIDEO	tS i r O i d e u
TISANA	tS i z a~ n a
TISICAR	tS i z i k a X
TITUBEANTE	tS i t u b e a~ tS i
TITUBEAR	tS i t u b e a X
TITULAR	tS i t u l a X
TITÂNICO	tS i t a~ n i k u
TITÂNIO	tS i t a~ n i u
TITÃ	tS i t a~
TIÇÃO	tS i s a~ w~
TLIM	t l i~
TLINTAR	t l i~ t a X
TLINTLIM	t l i~ t l i~
TO	t u
TOA	t o a
TOADA	t o a d a
TOALHA	t o a L a
TOALHEIRO	t o a L ej r u
TOALHETE	t o a L e tS i
TOANTE	t o a~ tS i
TOAR	t o a X
TOCA	t O k a
TOCADELA	t o k a d E l a
TOCADOR	t o k a d o X
TOCADURA	t o k a d u r a
TOCANTE	t o k a~ tS i
TOCAR	t o k a X
TOCATA	t o k a t a
TOCHA	t O S a
TOCO	t o k u
TODAVIA	t o d a v i a
TODO	t o d u
TOGA	t O g a
TOGAR	t o g a X
TOIRADA	t o j r a d a
TOIREAR	t o j r e a X
TOIREIO	t o j r ej u
TOIRO	t o j r u
TOIRÃO	t o j r a~ w~
TOLDA	t o w d a
TOLDAR	t o w d a X
TOLDE	t o w dZ i
TOLDO	t o w d u
TOLEIMA	t o l ej m a
TOLEIRÃO	t o l e j r a~ w~
TOLERADA	t o l e r a d a
TOLERADO	t o l e r a d u
TOLERANTE	t o l e r a~ tS i
TOLERANTISMO	t o l e r a~ tS i z m u
TOLERAR	t o l e r a X
TOLERÁVEL	t o l e r a v e w
TOLERÂNCIA	t o l e r a~ s i a
TOLETA	t o l e t a
TOLHEDURA	t o L e d u r a
TOLHER	t o L e X
TOLICE	t o l i s i
TOLO	t o l u
TOLUENO	t o l u e~ n u
TOM	t o~
TOMA	t o~ m a
TOMADA	t o m a d a
TOMADOR	t o m a d o X
TOMADOS	t o m a d u s
TOMAR	t o m a X
TOMARENSE	t o m a r e~ s i
TOMATADA	t o m a t a d a
TOMATAL	t o m a t a w
TOMATE	t o m a tS i
TOMATEIRA	t o m a t ej r a
TOMATEIRO	t o m a t ej r u
TOMBADILHO	t o~ b a dZ i L u
TOMBAR	t o~ b a X
TOMBO	t o~ b u
TOMBOLAR	t o~ b o l a X
TOMENSE	t o m e~ s i
TOMILHO	t o m i L u
TOMISTA	t o m i s t a
TOMO	t o~ m u
TOMOGRAFIA	t o m o g r a f i a
TONA	t o~ n a
TONAL	t o n a w
TONALIDADE	t o n a l i d a dZ i
TONALIZAR	t o n a l i z a X
TONAR	t o n a X
TONEL	t o n E w
TONELADA	t o n e l a d a
TONELAGEM	t o n e l a Z e~j~
TONELARIA	t o n e l a r i a
TONICIDADE	t o n i s i d a dZ i
TONIFICANTE	t o n i f i k a~ tS i
TONIFICAR	t o n i f i k a X
TONSURA	t o~ s u r a
TONSURADO	t o~ s u r a d u
TONTARIA	t o~ t a r i a
TONTEAR	t o~ t e a X
TONTEIRA	t o~ t ej r a
TONTO	t o~ t u
TONTURA	t o~ t u r a
TOPADA	t o p a d a
TOPAR	t o p a X
TOPO	t o p u
TOPOGRAFAR	t o p o g r a f a X
TOPOGRAFIA	t o p o g r a f i a
TOPOLOGIA	t o p o l o Z i a
TOPOLÓGICO	t o p o l O Z i k u
TOPONÍMIA	t o p o n i m i a
TOPONÍMICO	t o p o n i m i k u
TOPÁZIO	t o p a z i u
TOPÔNIMO	t o p o n i~ m u
TOQUE	t O k i
TORA	t O r a
TORADA	t o r a d a
TORANJA	t o r a~ Z a
TORANJEIRA	t o r a~ Z ej r a
TORAR	t o r a X
TORCEDEIRA	t o X s e d ej r a
TORCEDELA	t o X s e d E l a
TORCEDOR	t o X s e d o X
TORCEDOURA	t o X s e d ow r a
TORCEDURA	t o X s e d u r a
TORCER	t o X s e X
TORCIDA	t o X s i d a
TORCIDOS	t o X s i d u s
TORDO	t o R d u
TORGA	t O R g a
TORMENTA	t o R m e~ t a
TORMENTO	t o R m e~ t u
TORMENTOSO	t o R m e~ t o z u
TORMENTÓRIO	t o R m e~ t O r i u
TORNA	t O R n a
TORNADA	t o R n a d a
TORNADO	t o R n a d u
TORNAR	t o R n a X
TORNEADO	t o R n e a d u
TORNEAR	t o R n e a X
TORNEIO	t o R n ej u
TORNEIRA	t o R n ej r a
TORNIQUETE	t o R n i k e tS i
TORNO	t o R n u
TORNOZELO	t o R n o z e l u
TORO	t o r u
TORPE	t O X p i
TORPECER	t o X p e s e X
TORPEDAR	t o X p e d a X
TORPEDEIRO	t o X p e d ej r u
TORPEDO	t o X p e d u
TORPEDOS	t o X p e d u s
TORPEZA	t o X p e z a
TORPOR	t o X p o X
TORRADA	t o R a d a
TORRADEIRA	t o R a d ej r a
TORRALHÃO	t o R a L a~ w~
TORRAR	t o R a X
TORRE	t o R i
TORREAME	t o R e a~ m i
TORREAR	t o R e a X
TORREFAÇÃO	t o R e f a s a~ w~
TORREIRA	t o R ej r a
TORRENCIAL	t o R e~ s i a w
TORRENTE	t o R e~ tS i
TORRESMO	t o R e z m u
TORREÃO	t o R e a~ w~
TORRIENSE	t o R i e~ s i
TORRIFICAR	t o R i f i k a X
TORRINHA	t o R i~ J a
TORRÃO	t o R a~ w~
TORSO	t o X s u
TORTA	t O X t a
TORTILHA	t o X tS i L a
TORTO	t o X t u
TORTUOSIDADE	t o X t u o z i d a dZ i
TORTUOSO	t o X t u o z u
TORTURA	t o X t u r a
TORTURANTE	t o X t u r a~ tS i
TORTURAR	t o X t u r a X
TORVAR	t o R v a X
TORVELINHO	t o R v e l i~ J u
TORÁCICO	t o r a s i k u
TORÇÃO	t o X s a~ w~
TOSCANO	t o s k a~ n u
TOSCO	t o s k u
TOSQUIA	t o s k i a
TOSQUIADEIRA	t o s k i a d ej r a
TOSQUIADELA	t o s k i a d E l a
TOSQUIADOR	t o s k i a d o X
TOSQUIADURA	t o s k i a d u r a
TOSQUIAR	t o s k i a X
TOSSE	t O s i
TOSSEZINHA	t O s e z i~ J a
TOSSICAR	t o s i k a X
TOSSIDELA	t o s i d E l a
TOSSIDO	t o s i d u
TOSSIQUENTO	t o s i k e~ t u
TOSSIR	t o s i X
TOSTA	t O s t a
TOSTADEIRA	t o s t a d ej r a
TOSTADELA	t o s t a d E l a
TOSTADURA	t o s t a d u r a
TOSTAR	t o s t a X
TOSTE	t O s tS i
TOSTÃO	t o s t a~ w~
TOTAL	t o t a w
TOTALIDADE	t o t a l i d a dZ i
TOTALISTA	t o t a l i s t a
TOTALITARISMO	t o t a l i t a r i z m u
TOTALITÁRIO	t o t a l i t a r i u
TOTALIZADOR	t o t a l i z a d o X
TOTALIZAR	t o t a l i z a X
TOTEM	t O t e~j~
TOTOBOLA	t o t o b O l a
TOTOLOTO	t o t o l o t u
TOTÉMICO	t o t E m i k u
TOUCA	t ow k a
TOUCADO	t ow k a d u
TOUCADOR	t ow k a d o X
TOUCAR	t ow k a X
TOUCINHO	t ow s i~ J u
TOUPEIRA	t ow p ej r a
TOURA	t ow r a
TOURADA	t ow r a d a
TOUREADOR	t ow r e a d o X
TOUREAR	t ow r e a X
TOUREIO	t ow r ej u
TOUREIRO	t ow r ej r u
TOURINHA	t ow r i~ J a
TOURO	t ow r u
TOUTIÇO	t ow tS i s u
TOXICIDADE	t o k s i s i d a dZ i
TOXICODEPENDENTE	t o k s i k o d e p e~ d e~ tS i
TOXICODEPENDÊNCIA	t o k s i k o d e p e~ d e~ s i a
TOXICOLOGIA	t o k s i k o l o Z i a
TOXICOMANIA	t o k s i k o m a n i a
TOXICOSE	t o k s i k O z i
TOXIDADE	t o k s i d a dZ i
TOXINA	t o k s i~ n a
TRABALHADEIRA	t r a b a L a d ej r a
TRABALHADOR	t r a b a L a d o X
TRABALHAR	t r a b a L a X
TRABALHEIRA	t r a b a L ej r a
TRABALHISMO	t r a b a L i z m u
TRABALHISTA	t r a b a L i s t a
TRABALHO	t r a b a L u
TRABALHOSO	t r a b a L o z u
TRABALHÃO	t r a b a L a~ w~
TRACEJAR	t r a s e Z a X
TRADICIONAL	t r a dZ i s i o n a w
TRADICIONALIDADE	t r a dZ i s i o n a l i d a dZ i
TRADICIONALISMO	t r a dZ i s i o n a l i z m u
TRADICIONALISTA	t r a dZ i s i o n a l i s t a
TRADIÇÃO	t r a dZ i s a~ w~
TRADUTOR	t r a d u t o X
TRADUZIR	t r a d u z i X
TRADUÇÃO	t r a d u s a~ w~
TRAFICANTE	t r a f i k a~ tS i
TRAFICAR	t r a f i k a X
TRAFICÂNCIA	t r a f i k a~ s i a
TRAFULHA	t r a f u L a
TRAFULHICE	t r a f u L i s i
TRAGADA	t r a g a d a
TRAGAR	t r a g a X
TRAGICOMÉDIA	t r a Z i k o m E dZ i a
TRAGICÔMICO	t r a Z i k o m i k u
TRAGO	t r a g u
TRAGÉDIA	t r a Z E dZ i a
TRAIDOR	t r a j d o X
TRAINEIRA	t r a i~ n ej r a
TRAIR	t r a j X
TRAIÇOEIRO	t r a j s o ej r u
TRAJAR	t r a Z a X
TRAJE	t r a Z i
TRAJETO	t r a Z E t u
TRAJETOR	t r a Z e t o X
TRAJETÓRIA	t r a Z e t O r i a
TRAJO	t r a Z u
TRALHAR	t r a L a X
TRAMA	t r a~ m a
TRAMAR	t r a m a X
TRAMBOLHADA	t r a~ b o L a d a
TRAMBOLHAR	t r a~ b o L a X
TRAMBOLHO	t r a~ b o L u
TRAMBOLHÃO	t r a~ b o L a~ w~
TRAMELA	t r a m E l a
TRAMITAÇÃO	t r a m i t a s a~ w~
TRAMOIA	t r a m O j a
TRAMPA	t r a~ p a
TRAMPOLIM	t r a~ p o l i~
TRAMPOSO	t r a~ p o z u
TRANCA	t r a~ k a
TRANCADA	t r a~ k a d a
TRANCAR	t r a~ k a X
TRANQUETA	t r a~ k e t a
TRANQUILIDADE	t r a~ k i l i d a dZ i
TRANQUILIZADOR	t r a~ k i l i z a d o X
TRANQUILIZANTE	t r a~ k i l i z a~ tS i
TRANQUILIZAR	t r a~ k i l i z a X
TRANQUILO	t r a~ k i l u
TRANSACIONAL	t r a~ z a s i o n a w
TRANSACIONAR	t r a~ z a s i o n a X
TRANSALPINO	t r a~ z a w p i~ n u
TRANSATLÂNTICO	t r a~ z a t l a~ tS i k u
TRANSATO	t r a~ z a t u
TRANSATOR	t r a~ z a t o X
TRANSAÇÃO	t r a~ z a s a~ w~
TRANSBORDANTE	t r a~ z b o R d a~ tS i
TRANSBORDAR	t r a~ z b o R d a X
TRANSBORDO	t r a~ z b O R d u
TRANSCENDENTAL	t r a~ s e~ d e~ t a w
TRANSCENDENTALIDADE	t r a~ s e~ d e~ t a l i d a dZ i
TRANSCENDENTALIZAR	t r a~ s e~ d e~ t a l i z a X
TRANSCENDENTE	t r a~ s e~ d e~ tS i
TRANSCENDER	t r a~ s e~ d e X
TRANSCENDÊNCIA	t r a~ s e~ d e~ s i a
TRANSCETOR	t r a~ s e t o X
TRANSCONTINENTAL	t r a~ s k o~ tS i~ n e~ t a w
TRANSCREVER	t r a~ s k r e v e X
TRANSCRITO	t r a~ s k r i t u
TRANSCRITOR	t r a~ s k r i t o X
TRANSCRIÇÃO	t r a~ s k r i s a~ w~
TRANSDUTOR	t r a~ z d u t o X
TRANSE	t r a~ z i
TRANSEUNTE	t r a~ z e u~ tS i
TRANSFERIDOR	t r a~ s f e r i d o X
TRANSFERIR	t r a~ s f e r i X
TRANSFERÊNCIA	t r a~ s f e r e~ s i a
TRANSFIGURADOR	t r a~ s f i g u r a d o X
TRANSFIGURAR	t r a~ s f i g u r a X
TRANSFORMACIONAL	t r a~ s f o R m a s i o n a w
TRANSFORMADA	t r a~ s f o R m a d a
TRANSFORMADOR	t r a~ s f o R m a d o X
TRANSFORMANTE	t r a~ s f o R m a~ tS i
TRANSFORMAR	t r a~ s f o R m a X
TRANSFORMATIVO	t r a~ s f o R m a tS i v u
TRANSFORMAÇÃO	t r a~ s f o R m a s a~ w~
TRANSFORME	t r a~ s f O R m i
TRANSFORMISMO	t r a~ s f o R m i z m u
TRANSFORMISTA	t r a~ s f o R m i s t a
TRANSFRONTEIRAS	t r a~ s f r o~ t ej r a js
TRANSFRONTEIRIÇO	t r a~ s f r o~ t e j r i s u
TRANSFUSÃO	t r a~ s f u z a~ w~
TRANSGREDIR	t r a~ z g r e dZ i X
TRANSGRESSIVO	t r a~ z g r e s i v u
TRANSGRESSOR	t r a~ z g r e s o X
TRANSGRESSÃO	t r a~ z g r e s a~ w~
TRANSGÉNICO	t r a~ z Z E n i k u
TRANSIBERIANO	t r a~ z i b e r i a~ n u
TRANSIGENTE	t r a~ z i Z e~ tS i
TRANSIGIR	t r a~ z i Z i X
TRANSIGÊNCIA	t r a~ z i Z e~ s i a
TRANSITABILIDADE	t r a~ z i t a b i l i d a dZ i
TRANSITAR	t r a~ z i t a X
TRANSITIVAR	t r a~ z i tS i v a X
TRANSITIVO	t r a~ z i tS i v u
TRANSITORIEDADE	t r a~ z i t o r i e d a dZ i
TRANSITÁRIO	t r a~ z i t a r i u
TRANSITÓRIO	t r a~ z i t O r i u
TRANSIÇÃO	t r a~ z i s a~ w~
TRANSJORDANO	t r a~ z Z o R d a~ n u
TRANSJORDÂNICO	t r a~ z Z o R d a~ n i k u
TRANSLADAR	t r a~ z l a d a X
TRANSLAÇÃO	t r a~ z l a s a~ w~
TRANSLINEAR	t r a~ z l i~ n e a X
TRANSLUCIDAR	t r a~ z l u s i d a X
TRANSLÚCIDO	t r a~ z l u s i d u
TRANSMISSIBILIDADE	t r a~ z m i s i b i l i d a dZ i
TRANSMISSIVO	t r a~ z m i s i v u
TRANSMISSOR	t r a~ z m i s o X
TRANSMISSÃO	t r a~ z m i s a~ w~
TRANSMISSÍVEL	t r a~ z m i s i v e w
TRANSMISSÓRIO	t r a~ z m i s O r i u
TRANSMITIR	t r a~ z m i tS i X
TRANSMONTANO	t r a~ z m o~ t a~ n u
TRANSMUDAR	t r a~ z m u d a X
TRANSMUTABILIDADE	t r a~ z m u t a b i l i d a dZ i
TRANSMUTADOR	t r a~ z m u t a d o X
TRANSMUTAR	t r a~ z m u t a X
TRANSMUTATIVO	t r a~ z m u t a tS i v u
TRANSNAVEGAR	t r a~ z n a v e g a X
TRANSOCEÂNICO	t r a~ z o s e a~ n i k u
TRANSPARECER	t r a~ s p a r e s e X
TRANSPARENTAR	t r a~ s p a r e~ t a X
TRANSPARENTE	t r a~ s p a r e~ tS i
TRANSPARÊNCIA	t r a~ s p a r e~ s i a
TRANSPIRAR	t r a~ s p i r a X
TRANSPIRATÓRIO	t r a~ s p i r a t O r i u
TRANSPLANTADOR	t r a~ s p l a~ t a d o X
TRANSPLANTAR	t r a~ s p l a~ t a X
TRANSPLANTATÓRIO	t r a~ s p l a~ t a t O r i u
TRANSPLANTAÇÃO	t r a~ s p l a~ t a s a~ w~
TRANSPLANTE	t r a~ s p l a~ tS i
TRANSPONÍVEL	t r a~ s p o n i v e w
TRANSPOR	t r a~ s p o X
TRANSPORTADOR	t r a~ s p o X t a d o X
TRANSPORTAR	t r a~ s p o X t a X
TRANSPORTE	t r a~ s p O X tS i
TRANSPOSITIVO	t r a~ s p o z i tS i v u
TRANSPOSITOR	t r a~ s p o z i t o X
TRANSPOSIÇÃO	t r a~ s p o z i s a~ w~
TRANSPOSTO	t r a~ s p o s t u
TRANSTORNAR	t r a~ s t o R n a X
TRANSTORNO	t r a~ s t o R n u
TRANSUBSTANCIAL	t r a~ z u b s t a~ s i a w
TRANSUBSTANCIAR	t r a~ z u b s t a~ s i a X
TRANSUDAÇÃO	t r a~ z u d a s a~ w~
TRANSUMANO	t r a~ z u~ m a~ n u
TRANSURANIANO	t r a~ z u r a n i a~ n u
TRANSVERSAL	t r a~ z v e X s a w
TRANSVERSALIDADE	t r a~ z v e X s a l i d a dZ i
TRANSVERSO	t r a~ z v E X s u
TRANSVERSÃO	t r a~ z v e X s a~ w~
TRANSVIAR	t r a~ z v i a X
TRANSVIO	t r a~ z v i u
TRANSÍSTOR	t r a~ z i s t o X
TRANÇA	t r a~ s a
TRANÇADEIRA	t r a~ s a d ej r a
TRANÇAR	t r a~ s a X
TRAPACEAR	t r a p a s e a X
TRAPACEIRO	t r a p a s ej r u
TRAPACENTO	t r a p a s e~ t u
TRAPACICE	t r a p a s i s i
TRAPALHADA	t r a p a L a d a
TRAPALHICE	t r a p a L i s i
TRAPALHÃO	t r a p a L a~ w~
TRAPAÇA	t r a p a s a
TRAPAÇARIA	t r a p a s a r i a
TRAPEIRO	t r a p ej r u
TRAPEZISTA	t r a p e z i s t a
TRAPEZOIDAL	t r a p e z o j d a w
TRAPEZOIDE	t r a p e z O j dZ i
TRAPEZOÉDRICO	t r a p e z o E d r i k u
TRAPISTA	t r a p i s t a
TRAPO	t r a p u
TRAPÉZIO	t r a p E z i u
TRAQUEADO	t r a k e a d u
TRAQUEADOS	t r a k e a d u s
TRAQUEAL	t r a k e a w
TRAQUEIA	t r a k E j a
TRAQUEJO	t r a k e Z u
TRAQUETE	t r a k e tS i
TRAQUINA	t r a k i~ n a
TRAQUINADA	t r a k i~ n a d a
TRAQUINAR	t r a k i~ n a X
TRAQUINAS	t r a k i~ n a js
TRAQUINICE	t r a k i~ n i s i
TRASEIRA	t r a z ej r a
TRASEIRO	t r a z ej r u
TRASLADAR	t r a z l a d a X
TRASMONTANISMO	t r a z m o~ t a n i z m u
TRASMONTANO	t r a z m o~ t a~ n u
TRASMONTAR	t r a z m o~ t a X
TRASTARIA	t r a s t a r i a
TRASTE	t r a s tS i
TRATADEIRA	t r a t a d ej r a
TRATADO	t r a t a d u
TRATADOR	t r a t a d o X
TRATANTE	t r a t a~ tS i
TRATANTEAR	t r a t a~ t e a X
TRATANTICE	t r a t a~ tS i s i
TRATAR	t r a t a X
TRATO	t r a t u
TRATOR	t r a t o X
TRATORISTA	t r a t o r i s t a
TRATOS	t r a t u s
TRAULITADA	t r a u l i t a d a
TRAULITEIRO	t r a u l i t ej r u
TRAULITO	t r a u l i t u
TRAUMA	t r a u~ m a
TRAUMATISMO	t r a u~ m a tS i z m u
TRAUMATIZAR	t r a u~ m a tS i z a X
TRAUMATOLOGIA	t r a u~ m a t o l o Z i a
TRAUMÁTICO	t r a u~ m a tS i k u
TRAUTEAR	t r a u t e a X
TRAVA	t r a v a
TRAVADA	t r a v a d a
TRAVADOR	t r a v a d o X
TRAVADOURO	t r a v a d ow r u
TRAVADURA	t r a v a d u r a
TRAVAGEM	t r a v a Z e~j~
TRAVAR	t r a v a X
TRAVE	t r a v i
TRAVEJAR	t r a v e Z a X
TRAVESSA	t r a v E s a
TRAVESSAR	t r a v e s a X
TRAVESSEIRA	t r a v e s ej r a
TRAVESSEIRO	t r a v e s ej r u
TRAVESSIA	t r a v e s i a
TRAVESSO	t r a v e s u
TRAVESSURA	t r a v e s u r a
TRAVESSÃO	t r a v e s a~ w~
TRAVESTI	t r a v e s tS i
TRAVESTISMO	t r a v e s tS i z m u
TRAVO	t r a v u
TRAVOR	t r a v o X
TRAVOSO	t r a v o z u
TRAVÃO	t r a v a~ w~
TRAVÉS	t r a v E js
TRAZEDEIRO	t r a z e d ej r u
TRAZEDOR	t r a z e d o X
TRAZER	t r a z e X
TRAZIDA	t r a z i d a
TRAÇA	t r a s a
TRAÇADO	t r a s a d u
TRAÇAR	t r a s a X
TRAÇO	t r a s u
TRAÇÃO	t r a s a~ w~
TRECHO	t r e S u
TREINADOR	t r e i~ n a d o X
TREINAR	t r e i~ n a X
TREINO	t r ej n u
TREJEITO	t r e Z ej t u
TRELA	t r E l a
TREM	t r e~j~
TREMA	t r e~ m a
TREMAR	t r e m a X
TREMEDOIRO	t r e m e d o j r u
TREMEDOURO	t r e m e d ow r u
TREMEDURA	t r e m e d u r a
TREMELICA	t r e m e l i k a
TREMELICAR	t r e m e l i k a X
TREMELICAS	t r e m e l i k a js
TREMELIQUE	t r e m e l i k i
TREMELIQUENTO	t r e m e l i k e~ t u
TREMENDA	t r e m e~ d a
TREMENDO	t r e m e~ d u
TREMENS	t r e~ m e~ s
TREMER	t r e m e X
TREMOR	t r e m o X
TREMOÇADA	t r e m o s a d a
TREMOÇAL	t r e m o s a w
TREMOÇO	t r e m o s u
TREMULANTE	t r e m u l a~ tS i
TREMULAR	t r e m u l a X
TREMULOSO	t r e m u l o z u
TREMURA	t r e m u r a
TRENÓ	t r e n O
TREPA	t r E p a
TREPADA	t r e p a d a
TREPADEIRA	t r e p a d ej r a
TREPADOIRO	t r e p a d o j r u
TREPADOR	t r e p a d o X
TREPADOURO	t r e p a d ow r u
TREPANTE	t r e p a~ tS i
TREPAR	t r e p a X
TREPIDANTE	t r e p i d a~ tS i
TREPIDAR	t r e p i d a X
TREPLICAR	t r e p l i k a X
TRESANDAR	t r e z a~ d a X
TRESLOUCAR	t r e z l ow k a X
TRESMALHAR	t r e z m a L a X
TRESMALHO	t r e z m a L u
TRESNOITAR	t r e z n o j t a X
TRESPASSAR	t r e s p a s a X
TRESPASSE	t r e s p a s i
TRESPOR	t r e s p o X
TRETA	t r e t a
TRETAS	t r e t a js
TRETEIRO	t r e t ej r u
TREVA	t r E v a
TREVAS	t r E v a js
TREVO	t r e v u
TREZE	t r e z i
TREZENTOS	t r e z e~ t u s
TREZÉNIO	t r e z E n i u
TRIAGEM	t r i a Z e~j~
TRIANGULAR	t r i a~ g u l a X
TRIANGULARIDADE	t r i a~ g u l a r i d a dZ i
TRIATÔMICO	t r i a t o m i k u
TRIBAL	t r i b a w
TRIBALISMO	t r i b a l i z m u
TRIBO	t r i b u
TRIBULAÇÃO	t r i b u l a s a~ w~
TRIBUNA	t r i b u~ n a
TRIBUNAL	t r i b u~ n a w
TRIBUNO	t r i b u~ n u
TRIBUTAR	t r i b u t a X
TRIBUTO	t r i b u t u
TRIBUTÁRIO	t r i b u t a r i u
TRICENTENÁRIO	t r i s e~ t e n a r i u
TRICENTÉSIMO	t r i s e~ t E z i~ m u
TRICICLO	t r i s i k l u
TRICOLOR	t r i k o l o X
TRICOTAR	t r i k o t a X
TRICOTOMIA	t r i k o t o m i a
TRICÓRNIO	t r i k O R n i u
TRICÔ	t r i k o
TRIDENTADO	t r i d e~ t a d u
TRIDENTE	t r i d e~ tS i
TRIDIMENSIONAL	t r i dZ i~ m e~ s i o n a w
TRIEDRO	t r i E d r u
TRIENAL	t r i e n a w
TRIFÁSICO	t r i f a s i k u
TRIGAL	t r i g a w
TRIGO	t r i g u
TRIGONAL	t r i g o n a w
TRIGONOMETRIA	t r i g o n o m e t r i a
TRIGONOMÉTRICO	t r i g o n o m E t r i k u
TRIGOSO	t r i g o z u
TRIGRAMA	t r i g r a~ m a
TRIGUEIRA	t r i g ej r a
TRIGUEIRO	t r i g ej r u
TRIGÉMEO	t r i Z E m e u
TRIGÉSIMO	t r i Z E z i~ m u
TRILATERAL	t r i l a t e r a w
TRILHADELA	t r i L a d E l a
TRILHADURA	t r i L a d u r a
TRILHAR	t r i L a X
TRILHO	t r i L u
TRILINGUE	t r i l i~ g i
TRILIÃO	t r i l i a~ w~
TRILOBADO	t r i l o b a d u
TRILOBITE	t r i l o b i tS i
TRILOGIA	t r i l o Z i a
TRILÁTERO	t r i l a t e r u
TRIMENSAL	t r i~ m e~ s a w
TRIMESTRAL	t r i~ m e s t r a w
TRIMESTRALIDADE	t r i~ m e s t r a l i d a dZ i
TRIMESTRE	t r i~ m E s t r i
TRINCA	t r i~ k a
TRINCADEIRA	t r i~ k a d ej r a
TRINCADELA	t r i~ k a d E l a
TRINCAR	t r i~ k a X
TRINCHA	t r i~ S a
TRINCHANTE	t r i~ S a~ tS i
TRINCHAR	t r i~ S a X
TRINCHEIRA	t r i~ S ej r a
TRINCHO	t r i~ S u
TRINCO	t r i~ k u
TRINDADE	t r i~ d a dZ i
TRINITÁRIO	t r i~ n i t a r i u
TRINO	t r i~ n u
TRINTA	t r i~ t a
TRINTENA	t r i~ t e~ n a
TRINTONA	t r i~ t o~ n a
TRINTÃO	t r i~ t a~ w~
TRIO	t r i u
TRIPA	t r i p a
TRIPARTIR	t r i p a X tS i X
TRIPEIRADA	t r i p e j r a d a
TRIPEIRO	t r i p ej r u
TRIPLANO	t r i p l a~ n u
TRIPLICADO	t r i p l i k a d u
TRIPLICAR	t r i p l i k a X
TRIPLICIDADE	t r i p l i s i d a dZ i
TRIPLO	t r i p l u
TRIPUDIAR	t r i p u dZ i a X
TRIPULANTE	t r i p u l a~ tS i
TRIPULAR	t r i p u l a X
TRIPULAÇÃO	t r i p u l a s a~ w~
TRIPÉ	t r i p E
TRISAVÓ	t r i z a v O
TRISAVÔ	t r i z a v o
TRISSEMANAL	t r i s e m a n a w
TRISSEMANÁRIO	t r i s e m a n a r i u
TRISSEMESTRAL	t r i s e m e s t r a w
TRISTE	t r i s tS i
TRISTEZA	t r i s t e z a
TRISTONHO	t r i s t o~ J u
TRISTURA	t r i s t u r a
TRITURADOR	t r i t u r a d o X
TRITURAR	t r i t u r a X
TRITÃO	t r i t a~ w~
TRIUNFAL	t r i u~ f a w
TRIUNFANTE	t r i u~ f a~ tS i
TRIUNFAR	t r i u~ f a X
TRIUNFO	t r i u~ f u
TRIUNVIRATO	t r i u~ v i r a t u
TRIVALENTE	t r i v a l e~ tS i
TRIVALÊNCIA	t r i v a l e~ s i a
TRIVIAL	t r i v i a w
TRIVIALIDADE	t r i v i a l i d a dZ i
