A	a
TRIDENTADO	t r i d e n t a ' d o
TRIDENTE	t r i d e ' n t e
TRIDIMENSIONAL	t r i d i m e n s i o n a ' l
TRIEDRO	t r i e ' d r o
TRIENAL	t r i e n a ' l
TRIFÁSICO	t r i f á ' s i c o
TRIGAL	t r i g a ' l
TRIGO	t r i ' g o
TRIGONAL	t r i g o n a ' l
TRIGONOMETRIA	t r i g o n o m e t r i ' a
TRIGONOMÉTRICO	t r i g o n o m é ' t r i c o
TRIGOSO	t r i g o ' s o
TRIGRAMA	t r i g r a ' m a
TRIGUEIRA	t r i g u e ' i r a
TRIGUEIRO	t r i g u e ' i r o
TRIGÉMEO	t r i g é ' m e o
TRIGÉSIMO	t r i g é ' s i m o
TRILATERAL	t r i l a t e r a ' l
TRILHADELA	t r i l h a d e ' l a
TRILHADURA	t r i l h a d u ' r a
TRILHAR	t r i l h a ' r
TRILHO	t r i ' l h o
TRILINGUE	t r i l i ' n g u e
TRILIÃO	t r i l i ã ' o
TRILOBADO	t r i l o b a ' d o
TRILOBITE	t r i l o b i ' t e
TRILOGIA	t r i l o g i ' a
TRILÁTERO	t r i l á ' t e r o
TRIMENSAL	t r i m e n s a ' l
TRIMESTRAL	t r i m e s t r a ' l
TRIMESTRALIDADE	t r i m e s t r a l i d a ' d e
TRIMESTRE	t r i m e ' s t r e
TRINCA	t r i ' n c a
TRINCADEIRA	t r i n c a d e ' i r a
TRINCADELA	t r i n c a d e ' l a
TRINCAR	t r i n c a ' r
TRINCHA	t r i ' n c h a
TRINCHANTE	t r i n c h a ' n t e
TRINCHAR	t r i n c h a ' r
TRINCHEIRA	t r i n c h e ' i r a
TRINCHO	t r i ' n c h o
TRINCO	t r i ' n c o
TRINDADE	t r i n d a ' d e
TRINITÁRIO	t r i n i t á ' r i o
TRINO	t r i ' n o
TRINTA	t r i ' n t a
TRINTENA	t r i n t e ' n a
TRINTONA	t r i n t o ' n a
TRINTÃO	t r i n t ã ' o
TRIO	t r i ' o
TRIPA	t r i ' p a
TRIPARTIR	t r i p a r t i ' r
TRIPEIRADA	t r i p e i r a ' d a
TRIPEIRO	t r i p e ' i r o
TRIPLANO	t r i p l a ' n o
TRIPLICADO	t r i p l i c a ' d o
TRIPLICAR	t r i p l i c a ' r
TRIPLICIDADE	t r i p l i c i d a ' d e
TRIPLO	t r i ' p l o
TRIPUDIAR	t r i p u d i a ' r
TRIPULANTE	t r i p u l a ' n t e
TRIPULAR	t r i p u l a ' r
TRIPULAÇÃO	t r i p u l a ç ã ' o
TRIPÉ	t r i p é '
TRISAVÓ	t r i s a v ó '
TRISAVÔ	t r i s a v ô '
TRISSEMANAL	t r i s s e m a n a ' l
TRISSEMANÁRIO	t r i s s e m a n á ' r i o
TRISSEMESTRAL	t r i s s e m e s t r a ' l
TRISTE	t r i ' s t e
TRISTEZA	t r i s t e ' z a
TRISTONHO	t r i s t o ' n h o
TRISTURA	t r i s t u ' r a
TRITURADOR	t r i t u r a d o ' r
TRITURAR	t r i t u r a ' r
TRITÃO	t r i t ã ' o
TRIUNFAL	t r i u n f a ' l
TRIUNFANTE	t r i u n f a ' n t e
TRIUNFAR	t r i u n f a ' r
TRIUNFO	t r i u ' n f o
TRIUNVIRATO	t r i u n v i r a ' t o
TRIVALENTE	t r i v a l e ' n t e
TRIVALÊNCIA	t r i v a l ê ' n c i a
TRIVIAL	t r i v i a ' l
TRIVIALIDADE	t r i v i a l i d a ' d e
TRIVIALIZAR	t r i v i a l i z a ' r
TRIZ	t r i ' z
TRIÁSICO	t r i á ' s i c o
TRIÂNGULO	t r i â ' n g u l o
TRIÉNIO	t r i é ' n i o
TROADA	t r o a ' d a
TROANTE	t r o a ' n t e
TROAR	t r o a ' r
TROCA	t r o ' c a
TROCADILHAR	t r o c a d i l h a ' r
TROCADILHO	t r o c a d i ' l h o
TROCADOS	t r o c a ' d o s
TROCAR	t r o c a ' r
TROCISTA	t r o c i ' s t a
TROCO	t r o ' c o
TROFENSE	t r o f e ' n s e
TROFÉU	t r o f é ' u
TROGLODITA	t r o g l o d i ' t a
TROGLODÍTICO	t r o g l o d í ' t i c o
TROIANO	t r o i a ' n o
TROLHA	t r o ' l h a
TROMBA	t r o ' m b a
TROMBADA	t r o m b a ' d a
TROMBETA	t r o m b e ' t a
TROMBETADA	t r o m b e t a ' d a
TROMBETEIRO	t r o m b e t e ' i r o
TROMBETÃO	t r o m b e t ã ' o
TROMBO	t r o ' m b o
TROMBONE	t r o m b o ' n e
TROMBOSE	t r o m b o ' s e
TROMBUDO	t r o m b u ' d o
TROMPA	t r o ' m p a
TROMPETE	t r o m p e ' t e
TRONCAL	t r o n c a ' l
TRONCHUDA	t r o n c h u ' d a
TRONCO	t r o ' n c o
TRONCUDO	t r o n c u ' d o
TRONO	t r o ' n o
TROPA	t r o ' p a
TROPECILHO	t r o p e c i ' l h o
TROPEL	t r o p e ' l
TROPELIA	t r o p e l i ' a
TROPEÇAR	t r o p e ç a ' r
TROPEÇO	t r o p e ' ç o
TROPEÇUDO	t r o p e ç u ' d o
TROPEÇÃO	t r o p e ç ã ' o
TROPICAL	t r o p i c a ' l
TROPICALISTA	t r o p i c a l i ' s t a
TROPISMO	t r o p i ' s m o
TROPOSFERA	t r o p o s f e ' r a
TROQUE	t r o ' q u e
TROTADA	t r o t a ' d a
TROTADOR	t r o t a d o ' r
TROTAR	t r o t a ' r
TROTE	t r o ' t e
TROTEAR	t r o t e a ' r
TROUXA	t r o ' u x a
TROVADOR	t r o v a d o ' r
TROVADORESCO	t r o v a d o r e ' s c o
TROVAR	t r o v a ' r
TROVEJANTE	t r o v e j a ' n t e
TROVEJAR	t r o v e j a ' r
TROVISCAR	t r o v i s c a ' r
TROVISCO	t r o v i ' s c o
TROVOADA	t r o v o a ' d a
TROVOAR	t r o v o a ' r
TROVOSO	t r o v o ' s o
TROVÃO	t r o v ã ' o
TROÇA	t r o ' ç a
TROÇAR	t r o ç a ' r
TROÇO	t r o ' ç o
TRUCIDANTE	t r u c i d a ' n t e
TRUCIDAR	t r u c i d a ' r
TRUCULENTO	t r u c u l e ' n t o
TRUCULÊNCIA	t r u c u l ê ' n c i a
TRUFA	t r u ' f a
TRUFAR	t r u f a ' r
TRUFEIRA	t r u f e ' i r a
TRUFEIRO	t r u f e ' i r o
TRUNCAR	t r u n c a ' r
TRUNCATURA	t r u n c a t u ' r a
TRUNFA	t r u ' n f a
TRUNFADA	t r u n f a ' d a
TRUNFAR	t r u n f a ' r
TRUNFO	t r u ' n f o
TRUPE	t r u ' p e
TRUQUE	t r u ' q u e
TRUTA	t r u ' t a
TRUTÍFERO	t r u t í ' f e r o
TRUZ	t r u ' z
TRÁFEGO	t r á ' f e g o
TRÁFICO	t r á ' f i c o
TRÁGICO	t r á ' g i c o
TRÁS	t r á ' s
TRÂMITE	t r â ' m i t e
TRÂNSITO	t r â ' n s i t o
TRÉGUA	t r é ' g u a
TRÉMULO	t r é ' m u l o
TRÉPIDO	t r é ' p i d o
TRÊS	t r ê ' s
TRÍADA	t r í ' a d a
TRÍADE	t r í ' a d e
TRÍPLICE	t r í ' p l i c e
TRÓFICO	t r ó ' f i c o
TRÓLEI	t r ó ' l e i
TRÓPICO	t r ó ' p i c o
TRÔPEGO	t r ô ' p e g o
TSÉ	t s é '
TU	t u
TUA	t u ' a
TUAREGUE	t u a r e ' g u e
TUBA	t u ' b a
TUBAGEM	t u b a ' g e m
TUBARÃO	t u b a r ã ' o
TUBERCULIZAÇÃO	t u b e r c u l i z a ç ã ' o
TUBERCULIZÁVEL	t u b e r c u l i z á ' v e l
TUBERCULOSE	t u b e r c u l o ' s e
TUBERCULOSIDADE	t u b e r c u l o s i d a ' d e
TUBERCULOSO	t u b e r c u l o ' s o
TUBO	t u ' b o
TUBULAR	t u b u l a ' r
TUBULOSO	t u b u l o ' s o
TUBÉRCULO	t u b é ' r c u l o
TUCANO	t u c a ' n o
TUDO	t u ' d o
TUFAR	t u f a ' r
TUFO	t u ' f o
TUFÃO	t u f ã ' o
TUGIDO	t u g i ' d o
TUGIR	t u g i ' r
TUGÚRIO	t u g ú ' r i o
TULE	t u ' l e
TULIPA	t u l i ' p a
TULIPÁCEO	t u l i p á ' c e o
TUM	t u ' m
TUMBA	t u ' m b a
TUMEFAÇÃO	t u m e f a ç ã ' o
TUMOR	t u m o ' r
TUMULAR	t u m u l a ' r
TUMULTO	t u m u ' l t o
TUMULTUANTE	t u m u l t u a ' n t e
TUMULTUAR	t u m u l t u a ' r
TUMULTUOSO	t u m u l t u o ' s o
TUNA	t u ' n a
TUNDRA	t u ' n d r a
TUNGSTÉNICO	t u n g s t é ' n i c o
TUNGSTÉNIO	t u n g s t é ' n i o
TUNISINO	t u n i s i ' n o
TURBA	t u ' r b a
TURBADOR	t u r b a d o ' r
TURBANTE	t u r b a ' n t e
TURBAR	t u r b a ' r
TURBATIVO	t u r b a t i ' v o
TURBILHÃO	t u r b i l h ã ' o
TURBINA	t u r b i ' n a
TURBINOSO	t u r b i n o ' s o
TURBO	t u ' r b o
TURBULENTO	t u r b u l e ' n t o
TURBULÊNCIA	t u r b u l ê ' n c i a
TURCO	t u ' r c o
TURFA	t u ' r f a
TURFEIRA	t u r f e ' i r a
TURISMO	t u r i ' s m o
TURISTA	t u r i ' s t a
TURMA	t u ' r m a
TURMALINA	t u r m a l i ' n a
TURNO	t u ' r n o
TURQUESA	t u r q u e ' s a
TURRA	t u ' r r a
TURVAR	t u r v a ' r
TURVO	t u ' r v o
TURÍSTICO	t u r í ' s t i c o
TUTA	t u ' t a
TUTANO	t u t a ' n o
TUTELA	t u t e ' l a
TUTELAGEM	t u t e l a ' g e m
TUTELAR	t u t e l a ' r
TUTOR	t u t o ' r
TUTORAR	t u t o r a ' r
TUTORIA	t u t o r i ' a
TUTORIAL	t u t o r i a ' l
TUTU	t u t u '
TUTÓRIO	t u t ó ' r i o
TÁ	t á '
TÁBUA	t á ' b u a
TÁCITO	t á ' c i t o
TÁCTIL	t á ' c t i l
TÁLAMO	t á ' l a m o
TÁLIO	t á ' l i o
TÁRTARO	t á ' r t a r o
TÁTICA	t á ' t i c a
TÁTICO	t á ' t i c o
TÁTIL	t á ' t i l
TÁUREO	t á ' u r e o
TÁXI	t á ' x i
TÂMARA	t â ' m a r a
TÂMIL	t â ' m i l
TÂNJARA	t â ' n j a r a
TÂNTALO	t â ' n t a l o
TÃO	t ã ' o
TÉCNICA	t é ' c n i c a
TÉCNICO	t é ' c n i c o
TÉDIO	t é ' d i o
TÉNIA	t é ' n i a
TÉNIS	t é ' n i s
TÉNUE	t é ' n u e
TÉPALA	t é ' p a l a
TÉPIDO	t é ' p i d o
TÉRMICO	t é ' r m i c o
TÉRMINO	t é ' r m i n o
TÉRMITA	t é ' r m i t a
TÉRMITE	t é ' r m i t e
TÉRREO	t é ' r r e o
TÉTANO	t é ' t a n o
TÉTRICO	t é ' t r i c o
TÉTUM	t é ' t u m
TÊ	t ê '
TÊMPERA	t ê ' m p e r a
TÊMPORAS	t ê ' m p o r a s
TÊXTIL	t ê ' x t i l
TÍBIA	t í ' b i a
TÍLIA	t í ' l i a
TÍMIDO	t í ' m i d o
TÍMPANO	t í ' m p a n o
TÍPICO	t í ' p i c o
TÍSICA	t í ' s i c a
TÍSICO	t í ' s i c o
TÍTULO	t í ' t u l o
TÓPICO	t ó ' p i c o
TÓRAX	t ó ' r a x
TÓRIO	t ó ' r i o
TÓRRIDO	t ó ' r r i d o
TÓXICO	t ó ' x i c o
TÔMBOLA	t ô ' m b o l a
TÔNICA	t ô ' n i c a
TÔNICO	t ô ' n i c o
TÚLIPA	t ú ' l i p a
TÚMULO	t ú ' m u l o
TÚNEIS	t ú ' n e i s
TÚNEL	t ú ' n e l
TÚNICA	t ú ' n i c a
UBIQUIDADE	u b i q u i d a ' d e
UBÍQUO	u b í ' q u o
UCRANIANO	u c r a n i a ' n o
UCRONIA	u c r o n i ' a
UFA	u ' f a
UGANDÊS	u g a n d ê ' s
UIVADA	u i v a ' d a
UIVAR	u i v a ' r
UIVO	u ' i v o
ULCERAR	u l c e r a ' r
ULCERATIVO	u l c e r a t i ' v o
ULCERAÇÃO	u l c e r a ç ã ' o
ULCEROSO	u l c e r o ' s o
ULMEIRA	u l m e ' i r a
ULMEIRO	u l m e ' i r o
ULTERIOR	u l t e r i o ' r
ULTERIORIDADE	u l t e r i o r i d a ' d e
ULTIMADOR	u l t i m a d o ' r
ULTIMAMENTE	u l t i m a m e ' n t e
ULTIMAR	u l t i m a ' r
ULTIMATO	u l t i m a ' t o
ULTRA	u ' l t r a
ULTRAJADO	u l t r a j a ' d o
ULTRAJANTE	u l t r a j a ' n t e
ULTRAJAR	u l t r a j a ' r
ULTRAJE	u l t r a ' j e
ULTRAJOSO	u l t r a j o ' s o
ULTRALIBERAL	u l t r a l i b e r a ' l
ULTRALIBERALISMO	u l t r a l i b e r a l i ' s m o
ULTRAMAR	u l t r a m a ' r
ULTRAMARINO	u l t r a m a r i ' n o
ULTRAMICROSCÓPICO	u l t r a m i c r o s c ó ' p i c o
ULTRAMODERNISMO	u l t r a m o d e r n i ' s m o
ULTRAMODERNO	u l t r a m o d e ' r n o
ULTRAPASSAGEM	u l t r a p a s s a ' g e m
ULTRAPASSAR	u l t r a p a s s a ' r
ULTRAPASSÁVEL	u l t r a p a s s á ' v e l
ULTRARRADICAL	u l t r a r r a d i c a ' l
ULTRARREALISMO	u l t r a r r e a l i ' s m o
ULTRARREALISTA	u l t r a r r e a l i ' s t a
ULTRARROMANTISMO	u l t r a r r o m a n t i ' s m o
ULTRARROMÂNTICO	u l t r a r r o m â ' n t i c o
ULTRASSENSÍVEL	u l t r a s s e n s í ' v e l
ULTRASSOM	u l t r a s s o ' m
ULTRASSÔNICO	u l t r a s s ô ' n i c o
ULTRAVIOLETA	u l t r a v i o l e ' t a
UM	u m
UMBIGO	u m b i ' g o
UMBILICADO	u m b i l i c a ' d o
UMBILICAL	u m b i l i c a ' l
UNANIMEMENTE	u n a n i m e m e ' n t e
UNANIMIDADE	u n a n i m i d a ' d e
UNGIR	u n g i ' r
UNHA	u ' n h a
UNHADA	u n h a ' d a
UNHAR	u n h a ' r
UNHAS	u ' n h a s
UNICAMENTE	u n i c a m e ' n t e
UNICARPELAR	u n i c a r p e l a ' r
UNICELULAR	u n i c e l u l a ' r
UNICIDADE	u n i c i d a ' d e
UNICOLOR	u n i c o l o ' r
UNICÓRNIO	u n i c ó ' r n i o
UNIDADE	u n i d a ' d e
UNIDIRECIONAL	u n i d i r e c i o n a ' l
UNIFICADOR	u n i f i c a d o ' r
UNIFICAR	u n i f i c a ' r
UNIFORME	u n i f o ' r m e
UNIFORMIDADE	u n i f o r m i d a ' d e
UNIFORMIZADOR	u n i f o r m i z a d o ' r
UNIFORMIZAR	u n i f o r m i z a ' r
UNILATERAL	u n i l a t e r a ' l
UNILOCULAR	u n i l o c u l a ' r
UNINOMINAL	u n i n o m i n a ' l
UNIONISTA	u n i o n i ' s t a
UNIPOLAR	u n i p o l a ' r
UNIR	u n i ' r
UNISSEXUADO	u n i s s e x u a ' d o
UNISSEXUAL	u n i s s e x u a ' l
UNISSEXUALIDADE	u n i s s e x u a l i d a ' d e
UNISSEXUALISMO	u n i s s e x u a l i ' s m o
UNITARISMO	u n i t a r i ' s m o
UNITARISTA	u n i t a r i ' s t a
UNITIVO	u n i t i ' v o
UNITÁRIO	u n i t á ' r i o
UNIVALENTE	u n i v a l e ' n t e
UNIVALÊNCIA	u n i v a l ê ' n c i a
UNIVERSAL	u n i v e r s a ' l
UNIVERSALIDADE	u n i v e r s a l i d a ' d e
UNIVERSALISMO	u n i v e r s a l i ' s m o
UNIVERSALISTA	u n i v e r s a l i ' s t a
UNIVERSALIZAR	u n i v e r s a l i z a ' r
UNIVERSIDADE	u n i v e r s i d a ' d e
UNIVERSITÁRIO	u n i v e r s i t á ' r i o
UNIVERSO	u n i v e ' r s o
UNIVOCAMENTE	u n i v o c a m e ' n t e
UNIÃO	u n i ã ' o
UNO	u ' n o
UNTADELA	u n t a d e ' l a
UNTADURA	u n t a d u ' r a
UNTAR	u n t a ' r
UNTUOSIDADE	u n t u o s i d a ' d e
UNTUOSO	u n t u o ' s o
UNÁRIO	u n á ' r i o
UNÂNIME	u n â ' n i m e
UNÇÃO	u n ç ã ' o
UNÍSSONO	u n í ' s s o n o
UNÍVOCO	u n í ' v o c o
UPA	u ' p a
URANOMETRIA	u r a n o m e t r i ' a
URBANIDADE	u r b a n i d a ' d e
URBANISMO	u r b a n i ' s m o
URBANISTA	u r b a n i ' s t a
URBANIZAR	u r b a n i z a ' r
URBANO	u r b a ' n o
URBANÍSTICO	u r b a n í ' s t i c o
URBE	u ' r b e
URDIDEIRA	u r d i d e ' i r a
URDIDURA	u r d i d u ' r a
URDIR	u r d i ' r
UREIA	u r e ' i a
URETERAL	u r e t e r a ' l
URETRA	u r e ' t r a
URGENTE	u r g e ' n t e
URGIR	u r g i ' r
URGÊNCIA	u r g ê ' n c i a
URINA	u r i ' n a
URINAR	u r i n a ' r
URINOL	u r i n o ' l
URINOSO	u r i n o ' s o
URINÁRIO	u r i n á ' r i o
URNA	u ' r n a
UROGENITAL	u r o g e n i t a ' l
UROLOGIA	u r o l o g i ' a
URRAR	u r r a ' r
URRO	u ' r r o
URSINO	u r s i ' n o
URSO	u ' r s o
URTICANTE	u r t i c a ' n t e
URTICAR	u r t i c a ' r
URTIGA	u r t i ' g a
URTIGADA	u r t i g a ' d a
URTIGAL	u r t i g a ' l
URTIGAR	u r t i g a ' r
URTIGÃO	u r t i g ã ' o
URUBU	u r u b u '
URUGUAIO	u r u g u a ' i o
URZAL	u r z a ' l
URZE	u ' r z e
URÂNICO	u r â ' n i c o
URÂNIO	u r â ' n i o
USABILIDADE	u s a b i l i d a ' d e
USAR	u s a ' r
USEIRO	u s e ' i r o
USINA	u s i ' n a
USINEIRO	u s i n e ' i r o
USO	u ' s o
USUAL	u s u a ' l
USUFRUIR	u s u f r u i ' r
USUFRUTO	u s u f r u ' t o
USUFRUTUAR	u s u f r u t u a ' r
USUFRUTUÁRIO	u s u f r u t u á ' r i o
USURA	u s u ' r a
USURPAR	u s u r p a ' r
USURPATÓRIO	u s u r p a t ó ' r i o
USURPAÇÃO	u s u r p a ç ã ' o
USURÁRIO	u s u r á ' r i o
USUÁRIO	u s u á ' r i o
UTENSILAGEM	u t e n s i l a ' g e m
UTENSÍLIO	u t e n s í ' l i o
UTENTE	u t e ' n t e
UTERINO	u t e r i ' n o
UTILIDADE	u t i l i d a ' d e
UTILITARISMO	u t i l i t a r i ' s m o
UTILITARISTA	u t i l i t a r i ' s t a
UTILITÁRIO	u t i l i t á ' r i o
UTILIZAR	u t i l i z a ' r
UTOPIA	u t o p i ' a
UTOPISMO	u t o p i ' s m o
UTOPISTA	u t o p i ' s t a
UTÓPICO	u t ó ' p i c o
UVA	u ' v a
UVAL	u v a ' l
UVAÇA	u v a ' ç a
UZBEQUE	u z b e ' q u e
UÍSQUE	u í ' s q u e
VACA	v a ' c a
VACADA	v a c a ' d a
VACANTE	v a c a ' n t e
VACARIA	v a c a r i ' a
VACAÇÃO	v a c a ç ã ' o
VACILANTE	v a c i l a ' n t e
VACILAR	v a c i l a ' r
VACILATÓRIO	v a c i l a t ó ' r i o
VACINA	v a c i ' n a
VACINADOR	v a c i n a d o ' r
VACINAR	v a c i n a ' r
VACUIDADE	v a c u i d a ' d e
VACÂNCIA	v a c â ' n c i a
VACÚOLO	v a c ú ' o l o
VADIAGEM	v a d i a ' g e m
VADIAR	v a d i a ' r
VADIICE	v a d i ' i c e
VADIO	v a d i ' o
VAGA	v a ' g a
VAGABUNDAGEM	v a g a b u n d a ' g e m
VAGABUNDAR	v a g a b u n d a ' r
VAGABUNDEAR	v a g a b u n d e a ' r
VAGABUNDO	v a g a b u ' n d o
VAGALHÃO	v a g a l h ã ' o
VAGAR	v a g a ' r
VAGARENTO	v a g a r e ' n t o
VAGAREZA	v a g a r e ' z a
VAGAROSO	v a g a r o ' s o
VAGEM	v a ' g e m
VAGINA	v a g i ' n a
VAGINAL	v a g i n a ' l
VAGINISMO	v a g i n i ' s m o
VAGINITE	v a g i n i ' t e
VAGO	v a ' g o
VAGONETA	v a g o n e ' t a
VAGONETE	v a g o n e ' t e
VAGUEAR	v a g u e a ' r
VAGUEZA	v a g u e ' z a
VAGÂNCIA	v a g â ' n c i a
VAGÃO	v a g ã ' o
VAIA	v a ' i a
VAIAR	v a i a ' r
VAIDADE	v a i d a ' d e
VAIDOSO	v a i d o ' s o
VAIVÉM	v a i v é ' m
VALA	v a ' l a
VALADA	v a l a ' d a
VALADO	v a l a ' d o
VALADOR	v a l a d o ' r
VALAR	v a l a ' r
VALDENSE	v a l d e ' n s e
VALE	v a ' l e
VALENCIANA	v a l e n c i a ' n a
VALENCIANO	v a l e n c i a ' n o
VALENTAÇO	v a l e n t a ' ç o
VALENTE	v a l e ' n t e
VALENTIA	v a l e n t i ' a
VALENTÃO	v a l e n t ã ' o
VALER	v a l e ' r
VALEROSO	v a l e r o ' s o
VALETA	v a l e ' t a
VALETE	v a l e ' t e
VALIA	v a l i ' a
VALIDADE	v a l i d a ' d e
VALIDAMENTE	v a l i d a m e ' n t e
VALIDAR	v a l i d a ' r
VALIDAÇÃO	v a l i d a ç ã ' o
VALIOSO	v a l i o ' s o
VALONGUEIRO	v a l o n g u e ' i r o
VALOR	v a l o ' r
VALORAR	v a l o r a ' r
VALORAÇÃO	v a l o r a ç ã ' o
VALORIZAR	v a l o r i z a ' r
VALOROSIDADE	v a l o r o s i d a ' d e
VALOROSO	v a l o r o ' s o
VALPACENSE	v a l p a c e ' n s e
VALQUÍRIA	v a l q u í ' r i a
VALSA	v a ' l s a
VALSAR	v a l s a ' r
VALVA	v a ' l v a
VALVAR	v a l v a ' r
VALVULAR	v a l v u l a ' r
VALÊNCIA	v a l ê ' n c i a
VAMPIRESA	v a m p i r e ' s a
VAMPIRINO	v a m p i r i ' n o
VAMPIRIZAR	v a m p i r i z a ' r
VAMPIRO	v a m p i ' r o
VAMPÍRICO	v a m p í ' r i c o
VANDALISMO	v a n d a l i ' s m o
VANGLORIAR	v a n g l o r i a ' r
VANGLORIOSO	v a n g l o r i o ' s o
VANGLÓRIA	v a n g l ó ' r i a
VANGUARDA	v a n g u a ' r d a
VANGUARDEAR	v a n g u a r d e a ' r
VANGUARDEIRO	v a n g u a r d e ' i r o
VANIDADE	v a n i d a ' d e
VANILINA	v a n i l i ' n a
VANTAGEM	v a n t a ' g e m
VANTAJOSO	v a n t a j o ' s o
VANÍSSIMO	v a n í ' s s i m o
VAPOR	v a p o ' r
VAPORADA	v a p o r a ' d a
VAPORAR	v a p o r a ' r
VAPORIZADOR	v a p o r i z a d o ' r
VAPORIZAR	v a p o r i z a ' r
VAPOROSO	v a p o r o ' s o
VAPORÍFERO	v a p o r í ' f e r o
VAQUEIRO	v a q u e ' i r o
VARA	v a ' r a
VARADA	v a r a ' d a
VARADOIRO	v a r a d o ' i r o
VARADOURO	v a r a d o ' u r o
VARAL	v a r a ' l
VARANDA	v a r a ' n d a
VARANDIM	v a r a n d i ' m
VARAR	v a r a ' r
VAREIRO	v a r e ' i r o
VAREJA	v a r e ' j a
VAREJADURA	v a r e j a d u ' r a
VAREJAR	v a r e j a ' r
VAREJEIRA	v a r e j e ' i r a
VAREJO	v a r e ' j o
VAREJÃO	v a r e j ã ' o
VARELA	v a r e ' l a
VARETA	v a r e ' t a
VARIABILIDADE	v a r i a b i l i d a ' d e
VARIADO	v a r i a ' d o
VARIANTE	v a r i a ' n t e
VARIAR	v a r i a ' r
VARIAÇÃO	v a r i a ç ã ' o
VARICELA	v a r i c e ' l a
VARICOSO	v a r i c o ' s o
VARIEDADE	v a r i e d a ' d e
VARIEGADO	v a r i e g a ' d o
VARINHA	v a r i ' n h a
VARINO	v a r i ' n o
VARIOLADO	v a r i o l a ' d o
VARIOLOSO	v a r i o l o ' s o
VARIZ	v a r i ' z
VARIÂNCIA	v a r i â ' n c i a
VARONIA	v a r o n i ' a
VARONIL	v a r o n i ' l
VARREDELA	v a r r e d e ' l a
VARREDOIRA	v a r r e d o ' i r a
VARREDOIRO	v a r r e d o ' i r o
VARREDOR	v a r r e d o ' r
VARREDOURA	v a r r e d o ' u r a
VARREDOURO	v a r r e d o ' u r o
VARREDURA	v a r r e d u ' r a
VARRER	v a r r e ' r
VARSOVIANO	v a r s o v i a ' n o
VARÃO	v a r ã ' o
VARÍOLA	v a r í ' o l a
VASA	v a ' s a
VASCULAR	v a s c u l a ' r
VASCULARIDADE	v a s c u l a r i d a ' d e
VASCULARIZAÇÃO	v a s c u l a r i z a ç ã ' o
VASCULHADEIRA	v a s c u l h a d e ' i r a
VASCULHAR	v a s c u l h a ' r
VASCULOSO	v a s c u l o ' s o
VASECTOMIA	v a s e c t o m i ' a
VASELINA	v a s e l i ' n a
VASILHA	v a s i ' l h a
VASILHAME	v a s i l h a ' m e
VASO	v a ' s o
VASODILATADOR	v a s o d i l a t a d o ' r
VASODILATAÇÃO	v a s o d i l a t a ç ã ' o
VASOMOTOR	v a s o m o t o ' r
VASOTOMIA	v a s o t o m i ' a
VASSALAGEM	v a s s a l a ' g e m
VASSALO	v a s s a ' l o
VASSOIRA	v a s s o ' i r a
VASSOIRADA	v a s s o i r a ' d a
VASSOIRAR	v a s s o i r a ' r
VASSOURA	v a s s o ' u r a
VASSOURADA	v a s s o u r a ' d a
VASSOURAR	v a s s o u r a ' r
VASTEZA	v a s t e ' z a
VASTIDÃO	v a s t i d ã ' o
VASTO	v a ' s t o
VATICINADOR	v a t i c i n a d o ' r
VATICINANTE	v a t i c i n a ' n t e
VATICINAR	v a t i c i n a ' r
VATICÍNIO	v a t i c í ' n i o
VAU	v a ' u
VAZADOIRO	v a z a d o ' i r o
VAZADOR	v a z a d o ' r
VAZADOURO	v a z a d o ' u r o
VAZADURA	v a z a d u ' r a
VAZANTE	v a z a ' n t e
VAZAR	v a z a ' r
VAZIAR	v a z i a ' r
VAZIO	v a z i ' o
VAZÃO	v a z ã ' o
VEADO	v e a ' d o
VEDA	v e ' d a
VEDAR	v e d a ' r
VEDETA	v e d e ' t a
VEEMENTE	v e e m e ' n t e
VEEMÊNCIA	v e e m ê ' n c i a
VEGETABILIDADE	v e g e t a b i l i d a ' d e
VEGETABILISMO	v e g e t a b i l i ' s m o
VEGETAL	v e g e t a ' l
VEGETAR	v e g e t a ' r
VEGETARIANO	v e g e t a r i a ' n o
VEGETATIVO	v e g e t a t i ' v o
VEIA	v e ' i a
VEICULAR	v e i c u l a ' r
VEIGA	v e ' i g a
VEIO	v e ' i o
VELA	v e ' l a
VELADAMENTE	v e l a d a m e ' n t e
VELADURA	v e l a d u ' r a
VELAR	v e l a ' r
VELEIDADE	v e l e i d a ' d e
VELEIRO	v e l e ' i r o
VELEJAR	v e l e j a ' r
VELHA	v e ' l h a
VELHACADA	v e l h a c a ' d a
VELHACARIA	v e l h a c a r i ' a
VELHACO	v e l h a ' c o
VELHACÃO	v e l h a c ã ' o
VELHADA	v e l h a ' d a
VELHAQUEAR	v e l h a q u e a ' r
VELHARIA	v e l h a r i ' a
VELHICE	v e l h i ' c e
VELHO	v e ' l h o
VELHORRO	v e l h o ' r r o
VELHOTE	v e l h o ' t e
VELHÃO	v e l h ã ' o
VELINHA	v e l i ' n h a
VELOCIDADE	v e l o c i d a ' d e
VELOCIPEDISMO	v e l o c i p e d i ' s m o
VELOCIPEDISTA	v e l o c i p e d i ' s t a
VELOCISTA	v e l o c i ' s t a
VELOCÍMETRO	v e l o c í ' m e t r o
VELOCÍPEDE	v e l o c í ' p e d e
VELOZ	v e l o ' z
VELUDO	v e l u ' d o
