A	a
PERMU'TA	p e R m u t a
PERMUTABILIDA'DE	p e R m u t a b i l i d a dZ i
PERMUTADO'R	p e R m u t a d o X
PERMUTA'R	p e R m u t a X
PE'RNA	p E R n a
PERNA'DA	p e R n a d a
PERNADI'NHA	p e R n a dZ i~ J a
PERNA'LTA	p e R n a w t a
PERNA'LTO	p e R n a w t u
PERNAMBUCA'NO	p e R n a~ b u k a~ n u
PERNA'ÇA	p e R n a s a
PERNE'TA	p e R n e t a
PERNICIOSIDA'DE	p e R n i s i o z i d a dZ i
PERNICIO'SO	p e R n i s i o z u
PERNI'L	p e R n i w
PERNILO'NGO	p e R n i l o~ g u
PERNO'CA	p e R n O k a
PERNO'ITA	p e R n o j t a
PERNOITA'R	p e R n o j t a X
PERNOUTA'R	p e R n ow t a X
PERNU'DO	p e R n u d u
PERNÃ'O	p e R n a~ w~
PE'RO	p e r u
PERONI'SMO	p e r o n i z m u
PERORA'R	p e r o r a X
PERPASSA'R	p e X p a s a X
PERPENDICULA'R	p e X p e~ dZ i k u l a X
PERPENDICULARIDA'DE	p e X p e~ dZ i k u l a r i d a dZ i
PERPETRADO'R	p e X p e t r a d o X
PERPETRA'R	p e X p e t r a X
PERPETUADO'R	p e X p e t u a d o X
PERPETUAME'NTE	p e X p E t u a m e~ tS i
PERPETUA'R	p e X p e t u a X
PERPETUIDA'DE	p e X p e t u i d a dZ i
PERPLE'XO	p e X p l E k s u
PERPÉ'TUAMENTE	p e X p E t u a m e~ tS i
PERPÉ'TUO	p e X p E t u u
PE'RSA	p E X s a
PERSCRUTADO'R	p e X s k r u t a d o X
PERSCRUTA'R	p e X s k r u t a X
PERSECUTÓ'RIO	p e X s e k u t O r i u
PERSECUÇÃ'O	p e X s e k u s a~ w~
PERSEGUI'R	p e X s e g i X
PERSEVERA'NTE	p e X s e v e r a~ tS i
PERSEVERA'NÇA	p e X s e v e r a~ s a
PERSEVERA'R	p e X s e v e r a X
PERSIA'NA	p e X s i a~ n a
PERSIA'NO	p e X s i a~ n u
PERSISTE'NTE	p e X s i s t e~ tS i
PERSISTI'R	p e X s i s tS i X
PERSISTÊ'NCIA	p e X s i s t e~ s i a
PERSONA'GEM	p e X s o n a Z e~j~
PERSONALIDA'DE	p e X s o n a l i d a dZ i
PERSONALI'SMO	p e X s o n a l i z m u
PERSONALI'STA	p e X s o n a l i s t a
PERSONALIZA'R	p e X s o n a l i z a X
PERSONALÍ'STICO	p e X s o n a l i s tS i k u
PERSONIFICA'R	p e X s o n i f i k a X
PERSONIFICAÇÃ'O	p e X s o n i f i k a s a~ w~
PERSPETI'VA	p e X s p e tS i v a
PERSPETIVA'R	p e X s p e tS i v a X
PERSPETIVIDA'DE	p e X s p e tS i v i d a dZ i
PERSPETIVI'SMO	p e X s p e tS i v i z m u
PERSPETI'VO	p e X s p e tS i v u
PERSPICA'Z	p e X s p i k a js
PERSPICUIDA'DE	p e X s p i k u i d a dZ i
PERSPICÁ'CIA	p e X s p i k a s i a
PERSPIRAÇÃ'O	p e X s p i r a s a~ w~
PERSPÉ'TICO	p e X s p E tS i k u
PERSUADI'R	p e X s u a dZ i X
PERSUASI'VA	p e X s u a z i v a
PERSUASI'VO	p e X s u a z i v u
PERSUASO'R	p e X s u a z o X
PERSUASÃ'O	p e X s u a z a~ w~
PERSUASÍ'VEL	p e X s u a z i v e w
PERSUASÓ'RIO	p e X s u a z O r i u
PERTE'NCE	p e X t e~ s i
PERTENCE'NTE	p e X t e~ s e~ tS i
PERTENCE'R	p e X t e~ s e X
PERTE'NÇA	p e X t e~ s a
PERTINA'Z	p e X tS i~ n a js
PERTINE'NTE	p e X tS i~ n e~ tS i
PERTINÁ'CIA	p e X tS i~ n a s i a
PERTINÊ'NCIA	p e X tS i~ n e~ s i a
PE'RTO	p E X t u
PERTURBABILIDA'DE	p e X t u R b a b i l i d a dZ i
PERTURBADO'R	p e X t u R b a d o X
PERTURBA'NTE	p e X t u R b a~ tS i
PERTURBA'R	p e X t u R b a X
PERTURBATI'VO	p e X t u R b a tS i v u
PERTURBATÓ'RIO	p e X t u R b a t O r i u
PERTURBAÇÃ'O	p e X t u R b a s a~ w~
PERU'	p e r u
PERU'A	p e r u a
PERUA'NO	p e r u a~ n u
PERU'CA	p e r u k a
PERVE'RSO	p e R v E X s u
PERVERSO'R	p e R v e X s o X
PERVERSÃ'O	p e R v e X s a~ w~
PERVERTEDO'R	p e R v e X t e d o X
PERVERTE'R	p e R v e X t e X
PERÍ'CIA	p e r i s i a
PERÍ'FRASE	p e r i f r a z i
PERÍ'METRO	p e r i m e t r u
PERÍ'ODO	p e r i o d u
PERÍ'STOMA	p e r i s t o m a
PERÓ'XIDO	p e r O k s i d u
PERÔ'NIO	p e r o n i u
PESA'DA	p e z a d a
PESADAME'NTE	p e z a d a m e~ tS i
PESADE'LO	p e z a d e l u
PESA'DO	p e z a d u
PESADO'RA	p e z a d o r a
PESADO'TE	p e z a d O tS i
PESADÃ'O	p e z a d a~ w~
PESA'GEM	p e z a Z e~j~
PESA'R	p e z a X
PESARO'SO	p e z a r o z u
PE'SCA	p E s k a
PESCA'DA	p e s k a d a
PESCADARI'A	p e s k a d a r i a
PESCADI'NHA	p e s k a dZ i~ J a
PESCA'DO	p e s k a d u
PESCADO'R	p e s k a d o X
PESCA'R	p e s k a X
PESCARI'A	p e s k a r i a
PESCOCE'IRA	p e s k o s ej r a
PESCOÇA'DA	p e s k o s a d a
PESCO'ÇO	p e s k o s u
PESCOÇÃ'O	p e s k o s a~ w~
PESE'TA	p e z e t a
PE'SO	p e z u
PESPEGA'R	p e s p e g a X
PESPONTA'R	p e s p o~ t a X
PESPONTEA'R	p e s p o~ t e a X
PESPO'NTO	p e s p o~ t u
PESQUE'IRA	p e s k ej r a
PESQUE'IRO	p e s k ej r u
PESQUI'SA	p e s k i z a
PESQUISADO'R	p e s k i z a d o X
PESQUISA'R	p e s k i z a X
PESSEGA'DA	p e s e g a d a
PESSEGA'L	p e s e g a w
PESSEGUE'IRO	p e s e g ej r u
PESSIMAME'NTE	p E s i~ m a m e~ tS i
PESSIMI'SMO	p e s i~ m i z m u
PESSIMI'STA	p e s i~ m i s t a
PESSO'A	p e s o a
PESSOA'L	p e s o a w
PESSOALIDA'DE	p e s o a l i d a dZ i
PESSOALI'SMO	p e s o a l i z m u
PESSOALIZA'R	p e s o a l i z a X
PESTA'NA	p e s t a~ n a
PESTANEA'R	p e s t a n e a X
PESTANEJA'NTE	p e s t a n e Z a~ tS i
PESTANEJA'R	p e s t a n e Z a X
PESTANE'JO	p e s t a n e Z u
PESTANU'DO	p e s t a n u d u
PE'STE	p E s tS i
PESTICI'DA	p e s tS i s i d a
PESTILENCIA'L	p e s tS i l e~ s i a w
PESTILENCIO'SO	p e s tS i l e~ s i o z u
PESTILE'NTO	p e s tS i l e~ t u
PESTILÊ'NCIA	p e s tS i l e~ s i a
PESTÍ'FERO	p e s tS i f e r u
PE'TA	p e t a
PETALO'IDE	p e t a l O j dZ i
PETARDE'IRO	p e t a R d ej r u
PETA'RDO	p e t a R d u
PETICIONA'R	p e tS i s i o n a X
PETICIONÁ'RIO	p e tS i s i o n a r i u
PETISCA'R	p e tS i s k a X
PETI'SCO	p e tS i s k u
PETISQUE'IRA	p e tS i s k ej r a
PETI'Z	p e tS i js
PETIZA'DA	p e tS i z a d a
PETIÇÃ'O	p e tS i s a~ w~
PETRIFICA'NTE	p e t r i f i k a~ tS i
PETRIFICA'R	p e t r i f i k a X
PETROGRAFI'A	p e t r o g r a f i a
PETROLE'IRO	p e t r o l ej r u
PETROLOGI'A	p e t r o l o Z i a
PETROLÍ'FERO	p e t r o l i f e r u
PETROQUÍ'MICA	p e t r o k i m i k a
PETRÓ'LEO	p e t r O l e u
PETULA'NTE	p e t u l a~ tS i
PETULÂ'NCIA	p e t u l a~ s i a
PETÉ'QUIA	p e t E k i a
PETÚ'NIA	p e t u n i a
PEUGA'DA	p e u g a d a
PE'VA	p E v a
PEVI'DE	p e v i dZ i
PEVIDO'SO	p e v i d o z u
PEZI'NHO	p e z i~ J u
PEZO'RRO	p e z o R u
PEZU'DO	p e z u d u
PEÃ'O	p e a~ w~
PE'ÇA	p E s a
PEÇO'NHA	p e s o~ J a
PEÇONHENTA'R	p e s o J e~ t a X
PEÇONHE'NTO	p e s o J e~ t u
PEÚ'GA	p e u g a
PI	p i
PI'A	p i a
PIA'DA	p i a d a
PIADI'STA	p i a dZ i s t a
PIADÉ'TICO	p i a d E tS i k u
PIANIZA'R	p i a n i z a X
PIA'NO	p i a~ n u
PIANÍ'SSIMO	p i a n i s i~ m u
PIA'R	p i a X
PIA'SCA	p i a s k a
PIAÇA'BA	p i a s a b a
PI'CA	p i k a
PICA'DA	p i k a d a
PICADE'IRA	p i k a d ej r a
PICADE'IRO	p i k a d ej r u
PICADE'LA	p i k a d E l a
PICADE'TE	p i k a d e tS i
PICADO'R	p i k a d o X
PICADU'RA	p i k a d u r a
PICA'GEM	p i k a Z e~j~
PICA'NHA	p i k a~ J a
PICA'NTE	p i k a~ tS i
PICA'R	p i k a X
PICARDI'A	p i k a R dZ i a
PICARE'SCO	p i k a r e s k u
PICARE'TA	p i k a r e t a
PI'CHE	p i S i
PICHELE'IRO	p i S e l ej r u
PI'CO	p i k u
PICOLÉ'	p i k o l E
PICO'SO	p i k o z u
PICOTA'GEM	p i k o t a Z e~j~
PICOTA'R	p i k o t a X
PICO'TO	p i k O t u
PICTOGRAFI'A	p i k t o g r a f i a
PICTOGRA'MA	p i k t o g r a~ m a
PICTURA'L	p i k t u r a w
PICTÓ'RICO	p i k t O r i k u
PICUI'NHA	p i k u i~ J a
PICU'INHAS	p i k u i~ J a js
PIEDA'DE	p i e d a dZ i
PIEDO'SO	p i e d o z u
PIE'GAS	p i E g a js
PIEGUI'CE	p i e g i s i
PIE'LA	p i E l a
PIEZOELÉ'TRICO	p i e z o e l E t r i k u
PIFIAME'NTE	p i f i a m e~ tS i
PIGMENTA'R	p i g m e~ t a X
PIGME'NTO	p i g m e~ t u
PIGMENTÁ'RIO	p i g m e~ t a r i u
PIGME'U	p i g m e u
PIJA'MA	p i Z a~ m a
PI'LA	p i l a
PILA'R	p i l a X
PILA'STRA	p i l a s t r a
PILE'CA	p i l E k a
PI'LHA	p i L a
PILHA'GEM	p i L a Z e~j~
PILHA'NTE	p i L a~ tS i
PILHA'NÇO	p i L a~ s u
PILHA'R	p i L a X
PILHARE'NGO	p i L a r e~ g u
PILI'NHA	p i l i~ J a
PILO'SO	p i l o z u
PILOTA'GEM	p i l o t a Z e~j~
PILOTA'R	p i l o t a X
PILO'TO	p i l o t u
PILÃ'O	p i l a~ w~
PI'MBA	p i~ b a
PIME'NTA	p i~ m e~ t a
PIMENTA'L	p i~ m e~ t a w
PIMENTE'IRA	p i~ m e~ t ej r a
PIMENTE'IRO	p i~ m e~ t ej r u
PIME'NTO	p i~ m e~ t u
PIMENTÃ'O	p i~ m e~ t a~ w~
PIMPA'R	p i~ p a X
PIMPO'LHO	p i~ p o L u
PIMPONA'R	p i~ p o n a X
PIMPONI'CE	p i~ p o n i s i
PIMPÃ'O	p i~ p a~ w~
PINCE'L	p i~ s E w
PINCELA'DA	p i~ s e l a d a
PINCELA'R	p i~ s e l a X
PINCELE'IRO	p i~ s e l ej r u
PINCHA'R	p i~ S a X
PI'NCHO	p i~ S u
PINCHÃ'O	p i~ S a~ w~
PINEA'L	p i~ n e a w
PI'NGA	p i~ g a
PINGADE'IRA	p i~ g a d ej r a
PINGA'DO	p i~ g a d u
PINGA'R	p i~ g a X
PINGARE'LHO	p i~ g a r e L u
PINGE'NTE	p i~ Z e~ tS i
PI'NGO	p i~ g u
PINGO'SO	p i~ g o z u
PI'NGUE	p i~ g i
PINGUI'M	p i~ g i~
PINGÃ'O	p i~ g a~ w~
PI'NHA	p i~ J a
PINHA'L	p i~ J a w
PINHEIRA'L	p i~ J e j r a w
PINHE'IRO	p i~ J ej r u
PI'NHO	p i~ J u
PINHÃ'O	p i~ J a~ w~
PI'NO	p i~ n u
PINO'CO	p i~ n o k u
PINO'TE	p i~ n O tS i
PINOTEA'R	p i~ n o t e a X
PI'NTA	p i~ t a
PINTA'DA	p i~ t a d a
PINTADE'LA	p i~ t a d E l a
PINTAI'NHO	p i~ t a i~ J u
PINTALGA'R	p i~ t a w g a X
PINTA'R	p i~ t a X
PINTARRO'XO	p i~ t a R o S u
PINTASSI'LGO	p i~ t a s i w g u
PI'NTO	p i~ t u
PINTO'R	p i~ t o X
PINTU'RA	p i~ t u r a
PINTÃ'O	p i~ t a~ w~
PINÁ'CULO	p i~ n a k u l u
PI'NÇA	p i~ s a
PI'O	p i u
PIOLHA'DA	p i o L a d a
PIOLHARI'A	p i o L a r i a
PIOLHE'IRA	p i o L ej r a
PIOLHE'IRO	p i o L ej r u
PIOLHE'NTO	p i o L e~ t u
PIO'LHO	p i o L u
PIOLHO'SO	p i o L o z u
PIONE'IRO	p i o n ej r u
PIO'R	p i O X
PIO'RA	p i O r a
PIORA'R	p i o r a X
PIORI'A	p i o r i a
PI'PA	p i p a
PIPAROTA'R	p i p a r o t a X
PIPARO'TE	p i p a r O tS i
PIPI'	p i p i
PI'PO	p i p u
PIPO'CA	p i p O k a
PIPOCA'R	p i p o k a X
PI'QUE	p i k i
PIQUENI'QUE	p i k e n i k i
PIQUE'TE	p i k e tS i
PIRAMIDA'L	p i r a m i d a w
PIRA'NHA	p i r a~ J a
PIRA'R	p i r a X
PIRA'TA	p i r a t a
PIRATA'GEM	p i r a t a Z e~j~
PIRATARI'A	p i r a t a r i a
PIRATEA'R	p i r a t e a X
PI'RES	p i r i s
PIRIDI'NA	p i r i dZ i~ n a
PIRILA'MPO	p i r i l a~ p u
PIRIPIRI'	p i r i p i r i
PIRI'TE	p i r i tS i
PI'RO	p i r u
PIRO'GA	p i r O g a
PIROLATRI'A	p i r o l a t r i a
PIROLI'TO	p i r o l i t u
PIROMANI'A	p i r o m a n i a
PIRO'PO	p i r o p u
PIRO'SO	p i r o z u
PIROTECNI'A	p i r o t e k n i a
PIROTECNIZA'R	p i r o t e k n i z a X
PIROTÉ'CNICO	p i r o t E k n i k u
PIROXE'NA	p i r o S e~ n a
PIRRA'LHO	p i R a L u
PIRUE'TA	p i r u E t a
PIRUETA'R	p i r u e t a X
PIRULI'TOS	p i r u l i t u s
PIRÂ'MIDE	p i r a~ m i dZ i
PI'SA	p i z a
PISA'DA	p i z a d a
PISADE'LA	p i z a d E l a
PISADO'R	p i z a d o X
PISADU'RA	p i z a d u r a
PISA'R	p i z a X
PI'SCA	p i s k a
PISCADE'LA	p i s k a d E l a
PISCA'R	p i s k a X
PISCATÓ'RIA	p i s k a t O r i a
PISCATÓ'RIO	p i s k a t O r i u
PISCICULTU'RA	p i s i k u w t u r a
PISCIFO'RME	p i s i f O R m i
PISCI'NA	p i s i~ n a
PISCINA'L	p i s i~ n a w
PI'SCO	p i s k u
PISGA'R	p i z g a X
PI'SO	p i z u
PISQUE'IRO	p i s k ej r u
PI'STA	p i s t a
PISTO'LA	p i s t O l a
PISTOLA'DA	p i s t o l a d a
PISTOLE'IRO	p i s t o l ej r u
PISTOLE'TA	p i s t o l e t a
PISTOLE'TE	p i s t o l e tS i
PISTOLÃ'O	p i s t o l a~ w~
PISTÁ'CIO	p i s t a s i u
PISTÃ'O	p i s t a~ w~
PITA'DA	p i t a d a
PITADI'NHA	p i t a dZ i~ J a
PITAGORI'SMO	p i t a g o r i z m u
PITAGÓ'RICO	p i t a g O r i k u
PITA'NGA	p i t a~ g a
PITECANTRO'PO	p i t e k a~ t r o p u
PI'TO	p i t u
PITORE'SCO	p i t o r e s k u
PITO'SGA	p i t O z g a
PITÃ'O	p i t a~ w~
PITÉ'U	p i t E u
PIVE'TE	p i v E tS i
PIVÔ'	p i v o
PI'ZA	p i z a
PIÃ'O	p i a~ w~
PLA'CA	p l a k a
PLACE'NTA	p l a s e~ t a
PLACENTAÇÃ'O	p l a s e~ t a s a~ w~
PLACENTÁ'RIO	p l a s e~ t a r i u
PLACIDAME'NTE	p l a s i d a m e~ tS i
PLACIDE'Z	p l a s i d e js
PLACITU'DE	p l a s i t u dZ i
PLAGIA'R	p l a Z i a X
PLAGIA'TO	p l a Z i a t u
PLAGIÁ'RIO	p l a Z i a r i u
PLA'NA	p l a~ n a
PLANADO'R	p l a n a d o X
PLANA'LTO	p l a n a w t u
PLANA'R	p l a n a X
PLANEA'R	p l a n e a X
PLANE'TA	p l a n e t a
PLANETO'IDE	p l a n e t O j dZ i
PLANETÁ'RIO	p l a n e t a r i u
PLANGE'NTE	p l a~ Z e~ tS i
PLANIFICA'R	p l a n i f i k a X
PLANIFO'RME	p l a n i f O R m i
PLANISFÉ'RIO	p l a n i s f E r i u
PLA'NO	p l a~ n u
PLA'NTA	p l a~ t a
PLANTADO'R	p l a~ t a d o X
PLANTA'R	p l a~ t a X
PLANTAÇÃ'O	p l a~ t a s a~ w~
PLANTE'L	p l a~ t E w
PLANTI'O	p l a~ tS i u
PLANTÃ'O	p l a~ t a~ w~
PLANU'RA	p l a n u r a
PLANÁ'LTICO	p l a n a w tS i k u
PLANÍ'CIE	p l a n i s i
PLAQUE'TA	p l a k e t a
PLA'SMA	p l a z m a
PLASMA'R	p l a z m a X
PLASMÁ'TICO	p l a z m a tS i k u
PLASTICIDA'DE	p l a s tS i s i d a dZ i
PLASTICI'NA	p l a s tS i s i~ n a
PLASTICIZA'NTE	p l a s tS i s i z a~ tS i
PLASTICIZA'R	p l a s tS i s i z a X
PLASTIFICA'R	p l a s tS i f i k a X
PLASTRÃ'O	p l a s t r a~ w~
PLATAFO'RMA	p l a t a f O R m a
PLATE'IA	p l a t ej a
PLATI'NA	p l a tS i~ n a
PLATINA'DOS	p l a tS i~ n a d u s
PLATINA'R	p l a tS i~ n a X
PLATINO'SO	p l a tS i~ n o z u
PLATONI'CO	p l a t o n i k u
PLATONI'SMO	p l a t o n i z m u
PLAUSIBILIDA'DE	p l a u z i b i l i d a dZ i
PLAUSÍ'VEL	p l a u z i v e w
PLE'BE	p l E b i
PLEBEA'DO	p l e b e a d u
PLEBE'IA	p l e b ej a
PLEBEIDA'DE	p l e b e j d a dZ i
PLEBEIZA'R	p l e b e j z a X
PLEBE'U	p l e b e u
PLEBEÍ'SMO	p l e b e i z m u
PLEBISCITA'R	p l e b i s i t a X
PLEBISCI'TO	p l e b i s i t u
PLEBISCITÁ'RIO	p l e b i s i t a r i u
PLE'ITO	p l ej t u
PLENIDÃ'O	p l e n i d a~ w~
PLENIPOTENCIÁ'RIO	p l e n i p o t e~ s i a r i u
PLENITU'DE	p l e n i t u dZ i
PLE'NO	p l e~ n u
PLENÁ'RIO	p l e n a r i u
PLEONA'SMO	p l e o n a z m u
PLEONÁ'STICO	p l e o n a s tS i k u
PLE'URA	p l e u r a
PLEURA'L	p l e u r a w
PLEXIFO'RME	p l e k s i f O R m i
PLE'XO	p l E k s u
PLI'CA	p l i k a
PLICA'R	p l i k a X
PLU'MA	p l u~ m a
PLUMA'GEM	p l u~ m a Z e~j~
PLUMO'SO	p l u~ m o z u
PLURA'L	p l u r a w
PLURALIDA'DE	p l u r a l i d a dZ i
PLURALIZA'R	p l u r a l i z a X
PLURIANUA'L	p l u r i a n u a w
PLURICELULA'R	p l u r i s e l u l a X
PLURIDISCIPLINA'R	p l u r i dZ i s i p l i~ n a X
PLURIFO'RME	p l u r i f O R m i
PLURILI'NGUE	p l u r i l i~ g i
PLUTOCRACI'A	p l u t o k r a s i a
PLUTÃ'O	p l u t a~ w~
PLUTÔ'NICO	p l u t o n i k u
PLUTÔ'NIO	p l u t o n i u
PLUVIA'L	p l u v i a w
PLUVIOMETRI'A	p l u v i o m e t r i a
PLUVIOSIDA'DE	p l u v i o z i d a dZ i
PLUVIO'SO	p l u v i o z u
PLÁ'CIDO	p l a s i d u
PLÁ'GIO	p l a Z i u
PLÁ'STICA	p l a s tS i k a
PLÁ'STICO	p l a s tS i k u
PLÁ'TANO	p l a t a n u
PLÂ'NTULA	p l a~ t u l a
PLÊ'IADE	p l e i a dZ i
PNE'U	p n e u
PNEUMOCO'CO	p n e u~ m o k O k u
PNEUMOGÁ'STRICO	p n e u~ m o g a s t r i k u
PNEUMOLOGI'A	p n e u~ m o l o Z i a
PNEUMOLOGI'STA	p n e u~ m o l o Z i s t a
PNEUMONI'A	p n e u~ m o n i a
PNEUMOTÓ'RAX	p n e u~ m o t O r a k s
PNEUMÁ'TICO	p n e u~ m a tS i k u
PNEUMÔ'NICA	p n e u~ m o n i k a
PNEUMÔ'NICO	p n e u~ m o n i k u
PO'BRE	p O b r i
POBRE'TA	p o b r e t a
POBRETA'NA	p o b r e t a~ n a
POBRE'TE	p o b r e tS i
POBRETÃ'O	p o b r e t a~ w~
POBRE'ZA	p o b r e z a
POCE'IRA	p o s ej r a
POCE'IRO	p o s ej r u
POCEIRÃ'O	p o s e j r a~ w~
POCI'LGA	p o s i w g a
POCI'LGO	p o s i w g u
POCILGÃ'O	p o s i w g a~ w~
POCI'NHAS	p o s i~ J a js
PO'DA	p O d a
PODADE'IRA	p o d a d ej r a
PODADU'RA	p o d a d u r a
PODA'L	p o d a w
PODA'R	p o d a X
PODE'R	p o d e X
PODERI'O	p o d e r i u
PODERO'SO	p o d e r o z u
PO'DRE	p o d r i
PODRI'DO	p o d r i d u
PODRIDÃ'O	p o d r i d a~ w~
PODÃ'O	p o d a~ w~
POEDE'IRA	p o e d ej r a
POEDO'IRO	p o e d o j r u
POEDO'URO	p o e d ow r u
POE'IRA	p o ej r a
POEIRA'DA	p o e j r a d a
POEIRE'NTO	p o e j r e~ t u
POE'MA	p o e~ m a
POE'NTE	p o e~ tS i
POESI'A	p o e z i a
POE'TA	p o E t a
POETA'ÇO	p o e t a s u
POETI'SA	p o e tS i z a
POETI'SMO	p o e tS i z m u
POETIZA'R	p o e tS i z a X
PO'IS	p o j s
PO'ISA	p o j z a
POISA'DA	p o j z a d a
POISADI'A	p o j z a dZ i a
POISADO'IRO	p o j z a d o j r u
POISA'R	p o j z a X
POISI'O	p o j z i u
PO'ISO	p o j z u
POJA'R	p o Z a X
POLA'CO	p o l a k u
POLA'INA	p o l a i~ n a
POLA'R	p o l a X
POLARIDA'DE	p o l a r i d a dZ i
POLARIZADO'R	p o l a r i z a d o X
POLARIZA'R	p o l a r i z a X
POLARO'IDE	p o l a r O j dZ i
PO'LCA	p O w k a
POLCA'R	p o w k a X
PO'LDRA	p O w d r a
POLEGA'DA	p o l e g a d a
POLEGA'R	p o l e g a X
POLE'IRO	p o l ej r u
POLEMIZA'R	p o l e m i z a X
POLIATÔ'MICO	p o l i a t o m i k u
POLICELULA'R	p o l i s e l u l a X
POLICHINE'LO	p o l i S i~ n E l u
POLICIA'L	p o l i s i a w
POLICIA'R	p o l i s i a X
POLICLÍ'NICA	p o l i k l i n i k a
POLICLÍ'NICO	p o l i k l i n i k u
POLICROMA'DO	p o l i k r o m a d u
POLICROMI'A	p o l i k r o m i a
POLICROMÁ'TICO	p o l i k r o m a tS i k u
POLICULTU'RA	p o l i k u w t u r a
POLICÊ'NTRICO	p o l i s e~ t r i k u
POLIDAME'NTE	p o l i d a m e~ tS i
POLIDE'Z	p o l i d e js
POLIDU'RA	p o l i d u r a
POLIE'DRO	p o l i E d r u
POLIETILE'NO	p o l i e tS i l e~ n u
POLIFONI'A	p o l i f o n i a
POLIFÁ'SICO	p o l i f a s i k u
POLIFÔ'NICO	p o l i f o n i k u
POLIGAMI'A	p o l i g a m i a
POLIGLO'TA	p o l i g l O t a
POLIGLOTI'SMO	p o l i g l o tS i z m u
POLIGLÓ'TICO	p o l i g l O tS i k u
POLIGONA'L	p o l i g o n a w
POLIMERIZAÇÃ'O	p o l i~ m e r i z a s a~ w~
POLIMORFI'A	p o l i~ m o X f i a
POLIMORFI'SMO	p o l i~ m o X f i z m u
POLIMO'RFO	p o l i~ m o X f u
POLINIZADO'R	p o l i~ n i z a d o X
POLINIZA'R	p o l i~ n i z a X
POLINOMIA'L	p o l i~ n o m i a w
POLINO'SO	p o l i~ n o z u
POLINUCLEA'R	p o l i~ n u k l e a X
POLINÔ'MIO	p o l i~ n o m i u
POLIOMIELI'TE	p o l i o m i e l i tS i
POLIPE'IRO	p o l i p ej r u
POLI'R	p o l i X
POLISSEMI'A	p o l i s e m i a
POLISSILÁ'BICO	p o l i s i l a b i k u
POLISSÉ'MICO	p o l i s E m i k u
POLISSÍ'LABO	p o l i s i l a b u
POLITEÍ'SMO	p o l i t e i z m u
POLITICA'GEM	p o l i tS i k a Z e~j~
POLITICA'NTE	p o l i tS i k a~ tS i
POLITICA'R	p o l i tS i k a X
POLITICÃ'O	p o l i tS i k a~ w~
POLITIQUE'IRO	p o l i tS i k ej r u
POLITIQUI'CE	p o l i tS i k i s i
POLITIQUI'SMO	p o l i tS i k i z m u
POLITIZA'R	p o l i tS i z a X
POLITONALIDA'DE	p o l i t o n a l i d a dZ i
POLITÉ'CNICO	p o l i t E k n i k u
POLIVALE'NTE	p o l i v a l e~ tS i
POLIVALÊ'NCIA	p o l i v a l e~ s i a
POLIÉ'DRICO	p o l i E d r i k u
POLIÉ'STER	p o l i E s t e X
PO'LPA	p o w p a
POLPAÇÃ'O	p o w p a s a~ w~
POLPO'SO	p o w p o z u
POLPU'DO	p o w p u d u
POLTRO'NA	p o w t r o~ n a
POLTRONARI'A	p o w t r o n a r i a
POLTRONI'CE	p o w t r o n i s i
POLTRÃ'O	p o w t r a~ w~
POLUE'NTE	p o l u e~ tS i
POLUI'R	p o l u i X
POLU'TO	p o l u t u
POLVILHA'R	p o w v i L a X
POLVI'LHO	p o w v i L u
PO'LVO	p o w v u
POLVORE'NTO	p o w v o r e~ t u
POLVORO'SA	p o w v o r O z a
POLVORO'SO	p o w v o r o z u
POLÉ'MICA	p o l E m i k a
POLÉ'MICO	p o l E m i k u
POLÍ'CIA	p o l i s i a
POLÍ'GAMO	p o l i g a m u
POLÍ'GONO	p o l i g o n u
POLÍ'GRAFO	p o l i g r a f u
POLÍ'MERO	p o l i m e r u
POLÍ'NICO	p o l i n i k u
POLÍ'TICA	p o l i tS i k a
POLÍ'TICO	p o l i tS i k u
POLÔ'NIO	p o l o n i u
POMA'DA	p o m a d a
POMA'R	p o m a X
POMARA'DA	p o m a r a d a
POMARE'IRO	p o m a r ej r u
POMARE'JO	p o m a r e Z u
PO'MBA	p o~ b a
POMBA'L	p o~ b a w
POMBALE'NSE	p o~ b a l e~ s i
POMBALI'NO	p o~ b a l i~ n u
POMBALI'SMO	p o~ b a l i z m u
POMBI'NHA	p o~ b i~ J a
PO'MBO	p o~ b u
PO'MBOS	p o~ b u s
PO'MES	p o~ m i s
POMICULTU'RA	p o m i k u w t u r a
POMIFICA'R	p o m i f i k a X
PO'MO	p o~ m u
PO'MPA	p o~ p a
POMPEA'NTE	p o~ p e a~ tS i
POMPEA'R	p o~ p e a X
POMPO'M	p o~ p o~
POMPOSIDA'DE	p o~ p o z i d a dZ i
POMPO'SO	p o~ p o z u
POMÍ'FERO	p o m i f e r u
PO'NCHE	p o~ S i
PONCHE'IRA	p o~ S ej r a
PONDERABILIDA'DE	p o~ d e r a b i l i d a dZ i
PONDERADO'R	p o~ d e r a d o X
PONDERA'R	p o~ d e r a X
PONDERATI'VO	p o~ d e r a tS i v u
PONDERO'SO	p o~ d e r o z u
PO'NGUE	p o~ g i
PO'NTA	p o~ t a
PONTA'DA	p o~ t a d a
PONTA'L	p o~ t a w
PONTAPEA'R	p o~ t a p e a X
PONTAPÉ'	p o~ t a p E
PONTARI'A	p o~ t a r i a
PO'NTE	p o~ tS i
PONTEA'R	p o~ t e a X
PONTE'IRO	p o~ t ej r u
